4.6417e+05,4.9606e+06
4.6531e+05,4.9614e+06
4.6709e+05,4.9612e+06
4.6879e+05,4.9604e+06
4.7031e+05,4.9597e+06
4.7065e+05,4.9587e+06
4.7201e+05,4.9588e+06
4.7368e+05,4.959e+06
4.7504e+05,4.9593e+06
4.778e+05,4.9599e+06
4.7951e+05,4.9611e+06
4.8117e+05,4.9618e+06
4.8288e+05,4.9636e+06
4.8424e+05,4.9646e+06
4.8458e+05,4.9656e+06
4.8515e+05,4.9679e+06
4.861e+05,4.9686e+06
4.8678e+05,4.9696e+06
4.886e+05,4.9708e+06
4.8958e+05,4.9717e+06
4.875e+05,4.9713e+06
4.8602e+05,4.9713e+06
4.8587e+05,4.9722e+06
4.8526e+05,4.9726e+06
4.8489e+05,4.9739e+06
4.85e+05,4.9752e+06
4.8489e+05,4.977e+06
4.842e+05,4.978e+06
4.8261e+05,4.9794e+06
4.8186e+05,4.9802e+06
4.8087e+05,4.9806e+06
4.7928e+05,4.9822e+06
4.7909e+05,4.9837e+06
4.7879e+05,4.9856e+06
4.7845e+05,4.9866e+06
4.7818e+05,4.9875e+06
4.7837e+05,4.9886e+06
4.7822e+05,4.9911e+06
