4.8129e+05+4.9739e+06i
4.8117e+05+4.9742e+06i
4.8138e+05+4.9744e+06i
4.8159e+05+4.9742e+06i
4.815e+05+4.9739e+06i
4.8129e+05+4.9739e+06i
